"","PC1","PC2"
"TCGA.J4.A67K.01A.21R.A30B.07",-2075.70423359165,19.6547786796685
"TCGA.ZG.A9N3.01A.11R.A41O.07",-438.580227359135,-14.8548162201997
"TCGA.J9.A52C.01A.11R.A26U.07",187.616205338229,-66.9015635555577
"TCGA.TP.A8TT.01A.12R.A41O.07",536.101295771396,-66.8624302052013
"TCGA.KK.A59V.01A.11R.A29R.07",-1097.13985802518,22.0006796765556
"TCGA.EJ.5505.01A.01R.1580.07",587.794565462631,-69.3390877232722
"TCGA.EJ.7330.01A.11R.2118.07",764.645156854226,-72.4896254448978
"TCGA.HC.7209.01A.11R.2118.07",703.739661626469,-61.0694057338465
"TCGA.KK.A6E2.01A.11R.A311.07",287.261170809437,-16.0416907848195
"TCGA.ZG.A8QZ.01A.11R.A37L.07",192.252106953405,-26.9898345883945
"TCGA.EJ.5501.01A.01R.1580.07",706.49723607682,949.423946104185
"TCGA.ZG.A9L0.01A.11R.A41O.07",56.3834843782693,-37.4052341734225
"TCGA.KK.A6E7.01A.11R.A31N.07",-464.53157988713,-70.4148308744112
"TCGA.EJ.7794.01A.11R.2118.07",627.115438450432,-82.1204643401904
"TCGA.V1.A9Z8.01A.11R.A41O.07",-367.547847537822,-45.6302410224384
"TCGA.2A.A8VV.01A.11R.A37L.07",-20.5169988448292,-41.0666189382851
"TCGA.J9.A52B.01A.11R.A26U.07",142.390495458781,-26.0136216157626
"TCGA.KC.A7FE.01A.12R.A33R.07",101.518004272151,-59.9776953412918
"TCGA.G9.6373.01A.11R.1789.07",-1329.18774015258,-11.1364232532593
"TCGA.J4.A83M.01A.11R.A352.07",381.085446387627,822.077750013917
"TCGA.FC.A4JI.01A.11R.A250.07",397.359650648956,-55.7004159740233
"TCGA.HC.7210.01A.11R.2118.07",909.649579705141,-100.196765546044
"TCGA.V1.A9Z7.01A.11R.A41O.07",-246.027851825096,-24.1422078142772
"TCGA.G9.6362.01A.11R.1789.07",-1448.27253794451,-3.30354021908763
"TCGA.ZG.A9LB.01A.11R.A41O.07",-7097.14360138699,164.155966255971
"TCGA.EJ.5506.01A.01R.1580.07",621.348485884828,-51.9040352963622
"TCGA.HC.8216.01A.11R.A29R.07",305.346041716621,-53.5978617109848
"TCGA.KK.A7AZ.01A.12R.A32O.07",-926.097522154029,20.9918092067681
"TCGA.G9.7523.01A.11R.2263.07",-84.010511911282,-81.6786316422287
"TCGA.CH.5766.01A.11R.1580.07",792.327365087594,-58.2919275570498
"TCGA.XK.AAJU.01A.11R.A41O.07",183.611554686609,-58.2740470420633
"TCGA.YL.A8HK.01A.11R.A36G.07",636.916209726258,-48.3460590342643
"TCGA.EJ.5517.01A.01R.1580.07",349.291580988601,-82.9597324036909
"TCGA.V1.A9ZK.01A.11R.A41O.07",348.815411363561,-72.1656290676508
"TCGA.KK.A7AY.01A.11R.A33R.07",-1051.59188048561,-46.9719009907641
"TCGA.KK.A8IK.01A.11R.A36G.07",-47.1755323558535,-65.1102927750329
"TCGA.J4.A67L.01A.11R.A30B.07",-368.516539758684,-64.8566734120468
"TCGA.KK.A8ID.01A.11R.A36G.07",159.610915844262,-53.6163381250114
"TCGA.EJ.5498.01A.01R.1580.07",675.635228732255,-67.9527939024981
"TCGA.EJ.5509.01A.01R.1580.07",206.179886397421,-56.3423571018756
"TCGA.VP.A879.01A.11R.A352.07",313.56113173528,-52.1297789947038
"TCGA.TP.A8TV.01A.11R.A41O.07",-101.721899972149,-65.9888175122789
"TCGA.EJ.7789.01A.11R.2118.07",-521.925960620643,-17.1025890252784
"TCGA.EJ.7328.01A.31R.2118.07",-108.749084242187,-18.5087980158371
"TCGA.XK.AAIR.01A.11R.A41O.07",291.400438126286,-59.0249974280972
"TCGA.HC.7750.01A.11R.2118.07",115.524908271634,-75.7700100290857
"TCGA.2A.AAYO.01A.11R.A41O.07",-130.816924062424,-46.7356749029309
"TCGA.KC.A4BL.01A.31R.A250.07",424.724984317543,-48.6752418498098
"TCGA.CH.5738.01A.11R.1580.07",651.12728168261,-55.8544041762189
"TCGA.G9.6332.01A.11R.1789.07",88.2689466156168,-48.2441914962859
"TCGA.2A.A8W3.01A.11R.A37L.07",619.557341358118,1332.73883140973
"TCGA.KK.A6DY.01A.12R.A311.07",401.867851940806,-43.745789960053
"TCGA.EJ.A7NK.01A.12R.A352.07",289.695133423904,-68.0200056637379
"TCGA.J4.A6G3.01A.11R.A311.07",601.327425623526,-58.6631012941304
"TCGA.Y6.A9XI.01A.11R.A41O.07",168.752336447431,-34.0375600728385
"TCGA.EJ.5526.01A.01R.1580.07",664.521705808299,-49.0804875368028
"TCGA.V1.A8MU.01A.11R.A37L.07",167.79812365356,-44.4745101541333
"TCGA.EJ.8474.01A.11R.2403.07",119.728966508578,246.234643238431
"TCGA.ZG.A9LU.01A.11R.A41O.07",-727.017052940562,-25.4913126773865
"TCGA.EJ.5508.01A.02R.1580.07",634.900626677011,-50.2808849675951
"TCGA.YL.A9WH.01A.11R.A37L.07",294.017756145285,346.073728330837
"TCGA.G9.6384.01A.11R.1789.07",660.329237290436,-45.3753718678784
"TCGA.2A.A8VO.01A.11R.A37L.07",-414.629691013515,-37.770631804789
"TCGA.G9.6356.01A.11R.1789.07",259.57900185206,-41.5310111463766
"TCGA.J4.A67Q.01A.21R.A30B.07",-1646.48859924859,-31.4344782040746
"TCGA.J9.A8CL.01A.11R.A352.07",355.281419762019,-40.7443460048718
"TCGA.KK.A8IG.01A.11R.A36G.07",-145.822996123926,-55.6327795452688
"TCGA.KK.A59Z.01A.12R.A26U.07",-1236.37723332224,-5.01341635763223
"TCGA.G9.6371.01A.11R.1789.07",260.422407210123,-67.130637714214
"TCGA.EJ.7783.01A.11R.2118.07",737.971455475329,-42.434678168338
"TCGA.FC.A5OB.01A.11R.A29R.07",462.105323387598,-70.3680573856395
"TCGA.VP.A87E.01A.31R.A352.07",370.273488909491,-124.146189547423
"TCGA.G9.7509.01A.11R.A41O.07",381.021638502146,-64.0307834021281
"TCGA.VP.A87C.01A.11R.A352.07",397.206643066024,-30.3809722095949
"TCGA.KK.A7B2.01A.12R.A32O.07",-741.656025143368,-33.0425237756964
"TCGA.YL.A8SP.01B.11R.A37L.07",794.82020155686,-24.223477769435
"TCGA.EJ.5527.01A.01R.1580.07",654.269920790534,-45.2822100020689
"TCGA.EJ.7218.01B.11R.A32O.07",-61.8983571463708,-77.3797758255204
"TCGA.HC.7752.01A.11R.2118.07",-1780.44766702271,-3.71161863137362
"TCGA.CH.5764.01A.21R.1580.07",488.387889420783,-14.5245861946457
"TCGA.VP.A87D.01A.11R.A352.07",523.372197991136,-32.6970850072735
"TCGA.G9.6494.01A.11R.1789.07",418.245179526272,444.320951206852
"TCGA.V1.A9OL.01A.11R.A41O.07",643.790847463505,-63.0535667019623
"TCGA.KC.A4BV.01A.31R.A26U.07",310.866047042803,-30.7302235180406
"TCGA.HC.7080.01A.11R.1965.07",628.553953934392,-55.6179051391654
"TCGA.HC.7817.01B.11R.A29R.07",515.719503161595,88.0645657203259
"TCGA.YL.A9WJ.01A.11R.A37L.07",433.594564405649,-47.0643671209979
"TCGA.KK.A8IC.01A.11R.A36G.07",492.441406365509,-45.7647818906308
"TCGA.XJ.A9DK.01A.11R.A37L.07",131.26299031109,-28.7128978727561
"TCGA.HC.8261.01A.11R.2263.07",244.50347081056,-58.5137650335255
"TCGA.EJ.8472.01A.11R.2403.07",800.123033246312,-49.2184037284296
"TCGA.EJ.A8FN.01A.11R.A352.07",137.927273197637,-103.071779426327
"TCGA.V1.A9Z9.01A.21R.A41O.07",150.50942044101,-87.3080826268351
"TCGA.KK.A8I8.01A.11R.A36G.07",-768.955974595757,17.5273389105488
"TCGA.FC.7961.01A.11R.A29R.07",437.754495524289,-82.5396696398605
"TCGA.KK.A6E4.01A.11R.A30B.07",-1145.60875644922,-20.5784381429686
"TCGA.EJ.5522.01A.01R.1580.07",860.609843870261,-54.4987705370776
"TCGA.KK.A7AV.01A.11R.A32O.07",25.0809761714252,-38.7926807332576
"TCGA.EJ.A7NN.01A.11R.A33R.07",408.704688692133,-45.6206457378902
"TCGA.EJ.7325.01B.11R.A32O.07",-3455.34978058422,14.8908496749992
"TCGA.J4.A83N.01A.11R.A352.07",28.0370994240383,-31.5932827200884
"TCGA.G9.A9S0.01A.11R.A41O.07",76.8744412558621,-53.4010915543917
"TCGA.HC.8257.01A.11R.2263.07",164.875379728345,-18.4912333266771
"TCGA.G9.7521.01A.11R.2263.07",608.06065998133,-82.4539805851822
"TCGA.V1.A8ML.01A.11R.A37L.07",107.589979845472,-49.9297678917106
"TCGA.G9.6338.01A.12R.1965.07",-394.851475365999,-182.917446723137
"TCGA.KK.A8I4.01A.11R.A36G.07",49.0579007546939,6.78560908016034
"TCGA.G9.6366.01A.11R.2118.07",588.567580509148,-136.666646525257
"TCGA.V1.A9OF.01A.11R.A41O.07",218.286046673106,-48.3290283978065
"TCGA.XQ.A8TA.01A.11R.A36G.07",610.203203749126,-23.0239922901052
"TCGA.VP.AA1N.01A.31R.A41O.07",-297.480672637042,-75.5019042700753
"TCGA.VN.A88N.01A.11R.A36G.07",102.55518317266,-56.5562211682508
"TCGA.EJ.8468.01A.21R.2403.07",707.878692029668,-57.9441560087302
"TCGA.V1.A8WN.01A.11R.A37L.07",626.892776776744,-73.6477667316831
"TCGA.HC.A6HY.01A.11R.A31N.07",-369.733161683854,-38.3265401837257
"TCGA.EJ.5542.01A.01R.1580.07",764.26604218664,-53.6765810217906
"TCGA.J4.A6M7.01A.11R.A31N.07",430.941897293561,-38.8472479525031
"TCGA.G9.6369.01A.21R.1965.07",-734.541467809929,-107.157906752054
"TCGA.YL.A9WK.01A.11R.A37L.07",-790.483928873272,-10.6899037153343
"TCGA.X4.A8KQ.01A.12R.A36G.07",-627.816462113519,-26.0271918446847
"TCGA.KK.A8I9.01A.11R.A36G.07",-187.836914893952,-46.2103858897094
"TCGA.KK.A7B3.01A.11R.A33R.07",142.107152583312,126.511702735146
"TCGA.QU.A6IO.01A.11R.A31N.07",-2035.21323751921,-14.2628934723649
"TCGA.EJ.5519.01A.01R.1580.07",935.996239250863,581.073900268756
"TCGA.EJ.7314.01A.31R.2118.07",277.949804087018,-45.8899710630742
"TCGA.KC.A4BN.01A.61R.A250.07",513.540833745119,-86.670359459196
"TCGA.EJ.5502.01A.01R.1580.07",721.940187220141,-71.2346184707568
"TCGA.VN.A88R.01A.11R.A36G.07",118.473976947795,-96.1572049131875
"TCGA.V1.A9OX.01A.11R.A41O.07",-334.929759882617,-47.7145508595639
"TCGA.KC.A7FD.01A.11R.A33R.07",169.383498478037,-44.540706817053
"TCGA.WW.A8ZI.01A.11R.A37L.07",298.942629434176,-45.8944288634806
"TCGA.G9.6343.01A.21R.1965.07",-883.538464756621,-72.1126669734975
"TCGA.EJ.5504.01A.01R.1580.07",355.934933534613,249.050277169327
"TCGA.G9.6336.01A.11R.1789.07",32.4114629452911,-69.6868727248335
"TCGA.EJ.A7NH.01A.12R.A33R.07",118.409377211558,152.576680926581
"TCGA.YL.A9WI.01A.11R.A37L.07",-410.684232558112,-37.7092451168822
"TCGA.G9.6361.01A.21R.1965.07",-50.9951907780808,-64.0471642823597
"TCGA.EJ.7792.01A.11R.2118.07",620.036988169684,-84.6498097410608
"TCGA.H9.7775.01A.11R.2118.07",440.561348558568,-58.1104286880544
"TCGA.G9.6496.01A.11R.1789.07",-558.60193765798,-69.4215106277383
"TCGA.CH.5762.01A.11R.1580.07",671.112933411726,-46.4982387297453
"TCGA.HC.A9TE.01A.11R.A41O.07",193.752251672392,-40.8003357585561
"TCGA.YL.A9WL.01A.11R.A41O.07",804.915025535203,-28.8045687643404
"TCGA.EJ.7115.01A.11R.2118.07",357.542583277845,-58.2010520076797
"TCGA.XJ.A9DX.01A.11R.A37L.07",-12.2341131673874,-89.0004732350885
"TCGA.V1.A8MG.01A.11R.A36G.07",-572.840092951188,-14.8713600903607
"TCGA.HC.7737.01A.11R.2118.07",612.786467389572,-82.0689213501028
"TCGA.V1.A8WL.01A.11R.A37L.07",200.991754304357,-50.6559084194879
"TCGA.CH.5767.01A.11R.1789.07",-141.030587186657,-97.2610316544684
"TCGA.M7.A723.01A.12R.A32O.07",-479.551904112484,-79.0239605986861
"TCGA.XK.AAJ3.01A.11R.A41O.07",-457.471181246601,-39.1549718456801
"TCGA.EJ.A46B.01A.31R.A250.07",340.235399449597,-95.4179240409417
"TCGA.HC.8259.01A.11R.2263.07",300.702386952185,-50.3788053889726
"TCGA.KK.A5A1.01A.11R.A29R.07",-614.621995227633,-39.3998322888121
"TCGA.QU.A6IN.01A.11R.A31N.07",-2721.82697480991,37.4716277711646
"TCGA.V1.A9OY.01A.11R.A41O.07",231.502793371132,-50.3562117226818
"TCGA.G9.6363.01A.21R.1789.07",288.365955039323,-68.9106339625176
"TCGA.VP.A875.01A.31R.A352.07",143.797774515976,-4.84363662216482
"TCGA.V1.A9O9.01A.11R.A41O.07",355.924145422635,-28.7416923968888
"TCGA.HC.A9TH.01A.11R.A41O.07",708.882541459927,548.731639744438
"TCGA.EJ.AB20.01A.12R.A41O.07",-1271.68283327831,-33.2732977219641
"TCGA.G9.7522.01A.11R.2263.07",447.350173603138,-76.0047520997985
"TCGA.KK.A7B0.01A.11R.A32O.07",-1243.38685092363,-64.2034835762366
"TCGA.EJ.AB27.01A.11R.A41O.07",194.820957785674,-70.759137785812
"TCGA.HC.7232.01A.11R.2118.07",707.887543068506,-68.3774403263307
"TCGA.YL.A8SH.01B.11R.A37L.07",-68.3040256153909,-37.1337797782008
"TCGA.EJ.7321.01A.31R.2263.07",282.48239894585,-26.3578715217597
"TCGA.EJ.A46I.01A.12R.A26U.07",498.685899385424,-55.5791613273318
"TCGA.YL.A8SO.01B.31R.A37L.07",-1450.96270738633,-8.53329184852569
"TCGA.G9.6499.01A.12R.1965.07",-136.713313076477,-89.4396108035038
"TCGA.ZG.A9L5.01A.12R.A41O.07",71.6334415842104,-12.5053421510571
"TCGA.G9.A9S4.01A.11R.A41O.07",-713.909194922723,3.20944126923269
"TCGA.EJ.5525.01A.01R.1580.07",-567.322260986328,40.1601757036208
"TCGA.G9.6342.01A.11R.1965.07",571.541262527743,-84.4790279009294
"TCGA.TK.A8OK.01A.22R.A36G.07",547.979871781777,-117.203124470643
"TCGA.XK.AAJP.01A.11R.A41O.07",145.735687407778,-53.6845000123688
"TCGA.EJ.7318.01B.11R.A32O.07",-209.115098390406,92.2663390693168
"TCGA.ZG.A9KY.01A.11R.A41O.07",719.125653117948,-61.9168895160449
"TCGA.ZG.A9LZ.01A.11R.A41O.07",-276.389832321142,-25.8721236938693
"TCGA.KC.A7F5.01A.11R.A33R.07",-1448.1112870115,-17.0588874459075
"TCGA.YL.A8SA.01A.21R.A37L.07",539.92878414745,-65.4594564726605
"TCGA.HC.A6AQ.01A.11R.A30B.07",-1084.35755221214,774.806987707932
"TCGA.VP.A87H.01A.11R.A352.07",-643.830220414268,-26.8454181872935
"TCGA.G9.7525.01A.31R.2263.07",-529.481415841302,-60.3049504064932
"TCGA.YL.A8HL.01A.11R.A36G.07",780.203689079261,-72.8809887119651
"TCGA.HC.A6AL.01A.11R.A30B.07",-776.291621673949,379.864238907398
"TCGA.J4.A67N.01A.11R.A30B.07",-1322.64540010015,-20.4268074713451
"TCGA.CH.5745.01A.11R.1580.07",474.864107045485,7.48021451047273
"TCGA.HC.8256.01A.11R.2263.07",473.78282110422,-63.1268998303143
"TCGA.EJ.5516.01A.01R.1580.07",797.199759042516,-73.1759737946228
"TCGA.YL.A8SK.01B.21R.A37L.07",90.609425849498,-43.3474022493325
"TCGA.CH.5768.01A.11R.1580.07",214.330251260024,-31.9133872950067
"TCGA.HC.7231.01A.11R.2118.07",405.499652438924,-54.4590460687668
"TCGA.G9.6367.01A.11R.1789.07",158.87113153629,-97.807479007393
"TCGA.QU.A6IL.01A.11R.A31N.07",-480.955800348226,-51.3737347300081
"TCGA.ZG.A9MC.01A.31R.A41O.07",232.97571869631,-42.0717380619541
"TCGA.HC.A76X.01A.11R.A33R.07",38.7690595512493,-23.7740228434896
"TCGA.EJ.5532.01A.01R.1580.07",524.372609535574,-62.2219926941722
"TCGA.CH.5746.01A.11R.1580.07",549.175267541852,-43.8008660095099
"TCGA.KK.A6E6.01A.11R.A311.07",162.142803131176,-45.6987913146228
"TCGA.G9.6378.01A.11R.1789.07",37.1025823409373,-60.1847004056047
"TCGA.EJ.A7NF.01A.11R.A33R.07",-284.125695543288,-24.9232182803844
"TCGA.YL.A8HO.01A.11R.A36G.07",-550.354324743265,-37.7988661858592
"TCGA.HC.A6AN.01A.11R.A30B.07",-1146.23857402447,-47.684114803086
"TCGA.2A.A8VL.01A.21R.A37L.07",121.208510741467,-91.5753073939219
"TCGA.HC.7081.01A.11R.1965.07",771.50711257334,-51.6539590012314
"TCGA.VP.A87B.01A.11R.A352.07",-609.333859566098,-39.7572859586091
"TCGA.CH.5765.01A.11R.1580.07",646.537761193921,-50.7795514246447
"TCGA.HC.8264.01B.11R.2403.07",548.343902386412,-96.436032779871
"TCGA.HC.A6HX.01A.11R.A31N.07",-1257.99840797785,-29.0804612705466
"TCGA.YL.A9WY.01A.11R.A41O.07",530.810551785713,187.071503250819
"TCGA.HC.A4ZV.01A.11R.A26U.07",-95.7792019937739,-34.9757694318883
"TCGA.EJ.5518.01A.01R.1580.07",807.434167139764,-99.8942329970172
"TCGA.2A.AAYU.01A.11R.A41O.07",527.787132141697,-39.2130513458687
"TCGA.2A.A8VX.01A.11R.A37L.07",-1862.64742605922,21.6514716940158
"TCGA.V1.A9O5.01A.11R.A41O.07",76.2933830714405,-60.6196738122631
"TCGA.EJ.7315.01A.31R.2118.07",429.379686224061,-62.4366974095236
"TCGA.HI.7169.01A.11R.2118.07",-915.574858531295,-194.389535548029
"TCGA.EJ.7317.01A.31R.2118.07",356.012383725154,-100.090393633675
"TCGA.M7.A722.01A.12R.A36G.07",-4951.95094831289,55.1469573984503
"TCGA.CH.5748.01A.11R.1580.07",574.719308500494,91.0674449452961
"TCGA.HC.7078.01A.11R.2118.07",-1453.11391764099,16.9820785666881
"TCGA.EJ.7784.01A.11R.2118.07",399.535703292874,-17.6305035559417
"TCGA.V1.A9OQ.01A.11R.A41O.07",-1395.67213889042,-48.7682110117415
"TCGA.J4.A83J.01A.11R.A36G.07",450.398947459951,-73.0621776955917
"TCGA.VN.A88I.01A.11R.A352.07",48.4185323944709,-50.6817535254748
"TCGA.EJ.5495.01A.01R.1580.07",590.483917141684,-16.7592571208574
"TCGA.KC.A7FA.01A.21R.A33R.07",-318.011481870915,-44.548931664665
"TCGA.V1.A9OA.01A.11R.A41O.07",-616.736461471836,-9.97478168083238
"TCGA.J9.A8CP.01A.11R.A352.07",101.978214832943,-58.0124267718467
"TCGA.KK.A6E5.01A.11R.A311.07",-83.8034828538603,-63.8283094088268
"TCGA.KK.A8IA.01A.11R.A36G.07",-198.533660520981,-11.3163994584586
"TCGA.HC.7818.01A.11R.2118.07",477.105710843631,391.536554197024
"TCGA.CH.5739.01A.11R.1580.07",500.016896335345,-42.9311631923921
"TCGA.J4.A83L.01A.11R.A352.07",311.01029130245,-72.8347556408026
"TCGA.ZG.A9LM.01A.11R.A41O.07",-1441.58015901456,30.6656686617284
"TCGA.J9.A52E.01A.11R.A26U.07",-380.432774314404,38.7657041308701
"TCGA.ZG.A9LY.01A.11R.A41O.07",154.228528536287,1779.24654017702
"TCGA.G9.6365.01A.11R.1789.07",-198.853821570782,-43.1741326112016
"TCGA.YL.A8SJ.01B.11R.A37L.07",167.848460225353,190.71731423659
"TCGA.G9.6498.01A.12R.A311.07",-1122.73931306897,-33.930103178906
